"","X.x","old.sampleid.x","sampleid","replicate","sitecode.x","species.x","role.x","delta13c","delta15n","c_n_ratio","old.sampleid.y","sitename.x","sitecode.y","species.y","role.y","delta2h","ampl","p_h","delta13c_norm","d13c_algae","d13c_aqbase","d13c_det","d13c_norm_algae","d13c_norm_aqbase","d13c_norm_det","d13c_norm_terbase","d13c_terbase","d15n_algae","d15n_aqbase","d15n_det","d15n_terbase","dh2_algae","dh2_aqbase","dh2_det","dh2_terbase","ter_energy_pp","ter_energy_sc","tp_1_algae","tp_1_det","tp_1_terbase","tp_1_aqbase","tp_2_pp","tp_2_sc","c_ter_energy_pp","c_ter_energy_sc","c_tp_1_algae","c_tp_1_det","c_tp_1_terbase","c_tp_1_aqbase","c_tp_2_pp","c_tp_2_sc","pc1","adj_pc1","pc2","adj_pc2","s_diversity","peilou_evenness","species_richness","rock.bass","blacknose.dace","blackside.darter","bluntnose.minnow","brook.stickleback","brown.trout","central.mudminnow","common.carp","common.shiner","creek.chub","fathead.minnow","johnny.darter","largemouth.bass","least.darter","longnose.dace","mottled.sculpin","northern.hog.sucker","northern.redbelly.dace","pumpkinseed","rainbow.trout","smallmouth.bass","stonecat","unknown","white.sucker","yellow.perch","white.crappie","mad.tom.sp.","ter_energy_pp_0_1","sitecode","sitename.y","pass","species","number","forkmm","totalmm","weight","kept","sex","stomach","stomachsource","notes","X.y","X.1"
"1779",NA,NA,"WA-S18-163-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","2","white sucker","4","133",142,29.5,"Y","I","detritus","aquatic","","",""
"1780",NA,NA,"WA-S18-163-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","2","white sucker","5","112",120,18.5,"Y","I","empty","none","","",""
"1781",NA,NA,"WA-S18-198-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","1","common shiner","1","77",85,5,"N","","","","","",""
"1782",NA,NA,"WA-S18-212-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","1","creek chub","9","86",92,8,"Y","m","insects","unknown","","",""
"1783",NA,NA,"WA-S18-212-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","1","creek chub","10","81",86,7,"Y","","","","","",""
"1784",700,"WA-S18-212-11","WA-S18-212-11",0,"WA","creek chub","cc",-25.89289355,9.329553684,3.274977498,"WA-S18-212-11","Watson","WA","creek chub","cc",-103.56,6139,6.6,-25.97066582698,-26.0973740633333,-28.77320863,-24.4477226233333,-17.1496493083333,-27.975786096105,-4.45414554753333,-24.6564797116967,-25.9119608666667,11.6559945033333,10.825194845,5.068111347,2.35157637266667,-187.603333333333,-112.855,-106.1,-104.373333333333,"1.03116436955544",1.09589310277068,0.315752700196078,2.25336539323529,4.05234626803922,1.56010554088235,2.31374987125647,4.29133496421775,-0.694814218076433,0.604078092502573,-1.59441662313137,-5.32838831748431,1.61347467197549,2.589741255625,11.3824175032294,12.3824175032294,-0.29325,1.59322,-0.22625,2.30631,1.6052183,0.824919,7,0,16,2,0,0,0,0,0,0,37,0,19,0,0,2,0,0,0,0,7,0,0,0,12,0,0,0,1,"WA","Watson","1","creek chub","11","83",87,7,"Y","F","seeds/insects","terrestrial","","",""
"1785",NA,NA,"WA-S18-212-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","1","creek chub","12","90",94,8.5,"Y","","insects/detritus","unknown","","",""
"1786",NA,NA,"WA-S18-212-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","1","creek chub","14","89",95,8.5,"Y","m","empty","none","","",""
"1787",NA,NA,"WA-S18-212-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","1","creek chub","15","55",58,1.5,"Y","","","","kept but not processed","",""
"1788",NA,NA,"WA-S18-212-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","2","creek chub","15","55",59,2,"N","","","","","",""
"1789",NA,NA,"WA-S18-212-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","2","creek chub","16","60",65,3,"N","","","","","",""
"1790",701,"WA-S18-212-17","WA-S18-212-17",0,"WA","creek chub","cc",-25.97672399,9.52123788,3.2616852,"WA-S18-212-17","Watson","WA","creek chub","cc",-101.56,5328,6.5,-26.067655642,-26.0973740633333,-28.77320863,-24.4477226233333,-17.1496493083333,-27.975786096105,-4.45414554753333,-24.6564797116967,-25.9119608666667,11.6559945033333,10.825194845,5.068111347,2.35157637266667,-187.603333333333,-112.855,-106.1,-104.373333333333,"1.05570324322114",1.33169581450187,0.37213040490196,2.30974309794118,4.1087239727451,1.61648324558823,2.4176744090499,4.93538979067412,-0.702453916102397,0.574858188164852,-1.62294303931372,-5.35691473366667,1.58494825579314,2.56121483944265,11.4673216241176,12.4673216241176,-0.29325,1.59322,-0.22625,2.30631,1.6052183,0.824919,7,0,16,2,0,0,0,0,0,0,37,0,19,0,0,2,0,0,0,0,7,0,0,0,12,0,0,0,1,"WA","Watson","2","creek chub","17","134",141,28,"Y","F","stick/detritus","aquatic","","",""
"1791",NA,NA,"WA-S18-212-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","2","creek chub","18","25",NA,0.3,"N","","","","too small + tail damage","",""
"1792",NA,NA,"WA-S18-212-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","2","creek chub","19","29",31,0.3,"N","","","","too small","",""
"1793",NA,NA,"WA-S18-212-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","1","creek chub","1","28",30,0.5,"N","","","","","",""
"1794",702,"WA-S18-212-20","WA-S18-212-20",0,"WA","creek chub","cc",-25.87908619,8.517418011,3.335955763,"WA-S18-212-20","Watson","WA","creek chub","cc",-97.44,5911,6.6,-25.89648998463,-26.0973740633333,-28.77320863,-24.4477226233333,-17.1496493083333,-27.975786096105,-4.45414554753333,-24.6564797116967,-25.9119608666667,11.6559945033333,10.825194845,5.068111347,2.35157637266667,-187.603333333333,-112.855,-106.1,-104.373333333333,"1.10625332297248",1.81744940066811,0.0768892669607841,2.01450196,3.81348283480392,1.32124210764706,2.22037974726906,5.85076352353895,-0.688971532055652,0.626424882391697,-1.57260019891078,-5.30657189326373,1.63529109619608,2.61155767984559,11.1217376457735,12.1217376457735,-0.29325,1.59322,-0.22625,2.30631,1.6052183,0.824919,7,0,16,2,0,0,0,0,0,0,37,0,19,0,0,2,0,0,0,0,7,0,0,0,12,0,0,0,1,"WA","Watson","2","creek chub","20","148",155,38,"Y","m","seeds","terrestrial","","",""
"1795",NA,NA,"WA-S18-212-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","2","creek chub","21","160",170,54,"Y","m","insects/detritus","unknown","","",""
"1796",NA,NA,"WA-S18-212-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","2","creek chub","22","25",26,0.3,"N","","","","too small","",""
"1797",NA,NA,"WA-S18-212-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","2","creek chub","23","99",104,11,"Y","F","parasites","unknown","","",""
"1798",703,"WA-S18-212-24","WA-S18-212-24",0,"WA","creek chub","cc",-26.12071508,10.48369432,3.18085684,"WA-S18-212-24","Watson","WA","creek chub","cc",-103.08,5609,6.6,-26.2916668084,-26.0973740633333,-28.77320863,-24.4477226233333,-17.1496493083333,-27.975786096105,-4.45414554753333,-24.6564797116967,-25.9119608666667,11.6559945033333,10.825194845,5.068111347,2.35157637266667,-187.603333333333,-112.855,-106.1,-104.373333333333,"1.03705369923521",1.15248575358617,0.655205828431372,2.59281852147059,4.39179939627451,1.89955866911765,2.66461423943278,4.77183060167316,-0.720098837534477,0.507370845793494,-1.6888286764902,-5.42280037084314,1.51906261861667,2.49532920226618,11.8162826848235,12.8162826848235,-0.29325,1.59322,-0.22625,2.30631,1.6052183,0.824919,7,0,16,2,0,0,0,0,0,0,37,0,19,0,0,2,0,0,0,0,7,0,0,0,12,0,0,0,1,"WA","Watson","2","creek chub","24","103",107,14,"Y","m","detritus/insects","unknown","","",""
"1799",704,"WA-S18-212-25","WA-S18-212-25",0,"WA","creek chub","cc",-26.04082961,9.719984125,3.286154384,"WA-S18-212-25","Watson","WA","creek chub","cc",-99.39,5557,6.5,-26.10753676984,-26.0973740633333,-28.77320863,-24.4477226233333,-17.1496493083333,-27.975786096105,-4.45414554753333,-24.6564797116967,-25.9119608666667,11.6559945033333,10.825194845,5.068111347,2.35157637266667,-187.603333333333,-112.855,-106.1,-104.373333333333,"1.08232792114842",1.5875417567302,0.430585182843137,2.36819787588235,4.16717875068627,1.67493802352941,2.52771750089106,5.63147424571457,-0.705595274538534,0.562843290104422,-1.63467278279608,-5.36864447714902,1.57321851231078,2.54948509596029,11.5375061455412,12.5375061455412,-0.29325,1.59322,-0.22625,2.30631,1.6052183,0.824919,7,0,16,2,0,0,0,0,0,0,37,0,19,0,0,2,0,0,0,0,7,0,0,0,12,0,0,0,1,"WA","Watson","2","creek chub","35","105",110,15.5,"Y","m","empty","none","","",""
"1800",705,"WA-S18-212-26","WA-S18-212-26",0,"WA","creek chub","cc",-26.13057749,9.710904347,3.19149173,"WA-S18-212-26","Watson","WA","creek chub","cc",-101.7,5475,6.5,-26.2910006773,-26.0973740633333,-28.77320863,-24.4477226233333,-17.1496493083333,-27.975786096105,-4.45414554753333,-24.6564797116967,-25.9119608666667,11.6559945033333,10.825194845,5.068111347,2.35157637266667,-187.603333333333,-112.855,-106.1,-104.373333333333,"1.05398552206454",1.31518962468068,0.427914659901961,2.36552735294118,4.1645082277451,1.67226750058824,2.47013038573377,4.95003664715158,-0.720046367690622,0.50757152961802,-1.68863275557843,-5.42260444993137,1.51925853952843,2.49552512317794,11.5887955953824,12.5887955953824,-0.29325,1.59322,-0.22625,2.30631,1.6052183,0.824919,7,0,16,2,0,0,0,0,0,0,37,0,19,0,0,2,0,0,0,0,7,0,0,0,12,0,0,0,1,"WA","Watson","2","creek chub","26","115",120,14.5,"Y","m","snail/clams","aquatic","","",""
"1801",NA,NA,"WA-S18-212-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","2","creek chub","27","75",79,5,"Y","m","insects","unknown","","",""
"1802",NA,NA,"WA-S18-212-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","2","creek chub","28","88",94,9,"Y","m","detritus","aquatic","","",""
"1803",706,"WA-S18-212-29","WA-S18-212-29",0,"WA","creek chub","cc",-26.0063112,8.978468946,3.354467574,"WA-S18-212-29","Watson","WA","creek chub","cc",-104.32,5575,7,-26.00538830174,-26.0973740633333,-28.77320863,-24.4477226233333,-17.1496493083333,-27.975786096105,-4.45414554753333,-24.6564797116967,-25.9119608666667,11.6559945033333,10.825194845,5.068111347,2.35157637266667,-187.603333333333,-112.855,-106.1,-104.373333333333,"1.02183959756247",1.00628807231283,0.212492483137255,2.15010517617647,3.94908605098039,1.45684532382353,2.19242185762438,3.96475744089374,-0.697549239499309,0.59361733030144,-1.60462911570784,-5.33860081006078,1.60326217939902,2.57952876304853,11.2893697787471,12.2893697787471,-0.29325,1.59322,-0.22625,2.30631,1.6052183,0.824919,7,0,16,2,0,0,0,0,0,0,37,0,19,0,0,2,0,0,0,0,7,0,0,0,12,0,0,0,1,"WA","Watson","2","creek chub","29","100",105,11.5,"Y","","","","","",""
"1804",NA,NA,"WA-S18-212-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","1","creek chub","2","25",27,0.3,"N","","","","too small","",""
"1805",NA,NA,"WA-S18-212-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","2","creek chub","30","78",82,6,"N","","","","","",""
"1806",707,"WA-S18-212-4","WA-S18-212-4",0,"WA","creek chub","cc",-26.33768797,10.70261785,3.293998897,"WA-S18-212-4","Watson","WA","creek chub","cc",-102.2,6919,6.7,-26.39662906197,-26.0973740633333,-28.77320863,-24.4477226233333,-17.1496493083333,-27.975786096105,-4.45414554753333,-24.6564797116967,-25.9119608666667,11.6559945033333,10.825194845,5.068111347,2.35157637266667,-187.603333333333,-112.855,-106.1,-104.373333333333,"1.04785080364811",1.25623894674789,0.719595101960784,2.657207795,4.45618866980392,1.96394794264706,2.74992411952071,5.09479780877279,-0.728366508951668,0.475749102750117,-1.7196999275402,-5.45367162189314,1.48819136756667,2.46445795121618,11.9115432094029,12.9115432094029,-0.29325,1.59322,-0.22625,2.30631,1.6052183,0.824919,7,0,16,2,0,0,0,0,0,0,37,0,19,0,0,2,0,0,0,0,7,0,0,0,12,0,0,0,1,"WA","Watson","1","creek chub","3","25",27,0.3,"N","","","","too small","",""
"1807",708,"WA-S18-212-5","WA-S18-212-5",0,"WA","creek chub","cc",-25.43133305,9.493998546,3.298603333,"WA-S18-212-5","Watson","WA","creek chub","cc",-94.99,4924,6.5,-25.48571575033,-26.0973740633333,-28.77320863,-24.4477226233333,-17.1496493083333,-27.975786096105,-4.45414554753333,-24.6564797116967,-25.9119608666667,11.6559945033333,10.825194845,5.068111347,2.35157637266667,-187.603333333333,-112.855,-106.1,-104.373333333333,"1.13631344321296",2.10630772253881,0.364118836078431,2.30173152911765,4.10071240392157,1.60847167676471,2.56585418691895,6.85789756680095,-0.656615649056479,0.750177915925907,-1.45178424764608,-5.18575594199902,1.75610704746078,2.73237363111029,11.2881512636265,12.2881512636265,-0.29325,1.59322,-0.22625,2.30631,1.6052183,0.824919,7,0,16,2,0,0,0,0,0,0,37,0,19,0,0,2,0,0,0,0,7,0,0,0,12,0,0,0,1,"WA","Watson","1","creek chub","4","177",187,69.5,"Y","m","insects","unknown","","",""
"1808",NA,NA,"WA-S18-212-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","1","creek chub","5","129",139,28,"Y","F","lady beetles","terrestrial","","",""
"1809",NA,NA,"WA-S18-212-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","1","creek chub","6","96",102,11,"Y","m","insects","unknown","","",""
"1810",712,"WA-S18-212-8","WA-S18-212-8",0,"WA","creek chub","cc",-26.00894117,8.984185843,3.269338911,"WA-S18-212-8","Watson","WA","creek chub","cc",-99.18,5264,6.7,-26.09229564811,-26.0973740633333,-28.77320863,-24.4477226233333,-17.1496493083333,-27.975786096105,-4.45414554753333,-24.6564797116967,-25.9119608666667,11.6559945033333,10.825194845,5.068111347,2.35157637266667,-187.603333333333,-112.855,-106.1,-104.373333333333,"1.08490450288332",1.61230104146198,0.214173923431373,2.15178661647059,3.95076749127451,1.45852676411765,2.31629865895349,5.47676908408661,-0.704394761190095,0.567434948711651,-1.63019009993431,-5.36416179428725,1.57770119517255,2.55396777882206,11.3166122032676,12.3166122032676,-0.29325,1.59322,-0.22625,2.30631,1.6052183,0.824919,7,0,16,2,0,0,0,0,0,0,37,0,19,0,0,2,0,0,0,0,7,0,0,0,12,0,0,0,1,"WA","Watson","1","creek chub","7","96",101,12.5,"Y","m","insects","unknown","","",""
"1811",NA,NA,"WA-S18-212-9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","1","creek chub","8","86",90,8,"Y","","","","","",""
"1812",NA,NA,"WA-S18-212-MT-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","MT2","creek chub","1","94",110,10.5,"N","","","","","",""
"1813",NA,NA,"WA-S18-212-MT-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","MT2","creek chub","2","80",83,7.5,"N","","","","","",""
"1814",NA,NA,"WA-S18-212-MT-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","MT2","creek chub","3","88",95,9,"N","","","","","",""
"1815",NA,NA,"WA-S18-212-MT-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA","Watson","MT2","creek chub","4","106",112,16.5,"N","","","","","",""
